horizon,horizon_days,model,n,RMSE_return,MAE_return,Directional_Accuracy_pct,Balanced_Accuracy_pct,F1_positive,MCC_direction,DA_coverage_pct,AlwaysUp_accuracy_same_coverage_pct,DA_excess_vs_AlwaysUp_pp,McNemar_exact_p_vs_AlwaysUp,Price_RMSE,Price_MAE,Price_MAPE_pct,Skill_vs_HistoricalMean,Skill_vs_ZeroReturn
6M,180,GLS,3402,133.91341014444686,96.42634617846517,76.16108171663727,74.43202236874865,0.8124855491329479,0.48553704034400935,100.0,64.10934744268077,12.051734273956498,2.69494860404141e-31,14342.33191073701,9120.476218131473,307.03588627543877,-2.9722268728306216,-3.000343226605154
6M,180,GLS-LSTM,3402,91.42274748494843,71.42183201767872,53.79188712522046,58.35577981382658,0.5392731535756156,0.16681830704340375,100.0,64.10934744268077,-10.31746031746031,5.159011076998104e-14,15104.674349203979,8883.761137656586,54.435588943989764,-0.8513752070581193,-0.8644796751455504
6M,180,Historical Mean,3402,67.19037222701209,53.13504920303322,64.10934744268077,50.0,0.7813003761418592,,100.0,64.10934744268077,0.0,,16935.0299962512,9895.658743985909,70.6812005461532,0.0,-0.0070782346212006075
6M,180,Historical Median,3402,67.08721089011732,53.23129672654529,64.10934744268077,50.0,0.7813003761418592,,100.0,64.10934744268077,0.0,,16312.578172406624,9581.3149321298,69.48372266729473,0.003068360499847489,-0.003988155545832761
6M,180,LSTM,3402,69.44399174084059,56.57275932892522,57.67195767195767,49.197165153148646,0.7058823529411764,-0.01918574154057641,100.0,64.10934744268077,-6.437389770723101,4.918381324934055e-17,12602.98520913758,7700.693745844366,57.797265966200484,-0.06820660609337081,-0.075767623075216
6M,180,Majority Direction,3402,81.11311813066233,68.11845514704947,64.10934744268077,50.0,0.7813003761418592,,100.0,64.10934744268077,0.0,,25125.889017287045,14943.645113528255,112.84342329930861,-0.4573642084915315,-0.46767977428777496
6M,180,OLS,3402,96.98826350115303,79.66218209336762,63.55085243974132,49.5644199908299,0.7771387491013659,-0.0560732593313496,100.0,64.10934744268077,-0.558495002939452,3.814697265625e-06,24807.130671028906,16239.224619010107,160.00135417868034,-1.0836476152689847,-1.0983961619577638
6M,180,Persistence Direction,3402,76.73817678693983,60.96573843941077,53.92330383480826,53.10807047481361,0.6089133700550826,0.05983079663318374,99.64726631393297,64.04129793510324,-10.117994100294986,4.172399310659588e-18,15437.459501826224,9034.44872997271,57.029461151520856,-0.30439420044685317,-0.31362700863614923
6M,180,Random Walk with Drift,3402,67.19037222701209,53.13504920303322,64.10934744268077,50.0,0.7813003761418592,,100.0,64.10934744268077,0.0,,16935.0299962512,9895.658743985909,70.6812005461532,0.0,-0.0070782346212006075
6M,180,VS-LSTM,3402,69.64196759466688,56.66486764148742,56.643151087595534,47.43946772832604,0.7030400644252063,-0.06379182135946491,100.0,64.10934744268077,-7.466196355085238,4.408527964761463e-25,15648.852546797063,9015.948306199622,56.07172547197402,-0.07430592611862918,-0.08191011551864302
